;Número correlativo;Año;Nombre de Servicio;Ministerio;Codigo_de_Actividad_Ejecutada;Codigo_de_Actividad_Planificada;Nombred_del_la_Actividad;Especialidad_de_la_Actividad;Categoría_de_la_Actividad;Numero_de_Participantes;Numero_de_Horas;Tipo_de_Actividad;Estado_de_Actividad;Modalidad_de_Compra;Actividad_Planificada;Jornada;Proveedor;Region_de_Ejecucion_de_la_Actividad;Programa;Objetivo_Global;Objetivo_de_Gestion;Gasto_monto_Item001;Gasto_monto_Item002;Gasto_monto_Item003;Evaluaciones_Realizadas;Evaluación_de_Reacción;Metodología_de_Aprendizaje;Fecha_de_inicio;Fecha_de_Término;Fecha_de_Ingreso_Sistema
19916;290.0;2020;Subsecretaría de Economía y Empresas de Menor Tamaño;Ministerio de Economía, Fomento y Turismo;561842.0;;Webinar Cómo mejorar la comunicación y el trabajo en equipo;Trabajo en equipo;Herramientas de Apoyo Conductuales-Relacional;1.0;1.0;Otro;Terminada;Sin costo;No;Dentro de la Jornada Laboral;INGENIEROS CONSULTORES LW LIMITADA;Nivel Central;;;;0.0;0.0;0.0;Sin evaluación;;Video Conferencia;12-05-2020;12-05-2020;18-05-2020
19917;291.0;2020;Superintendencia de Insolvencia y Reemprendimiento;Ministerio de Economía, Fomento y Turismo;561861.0;;Curso E-learning Básico de Ciberseguridad      ;Eje Estratégico Sectorial;Computación e Informática;1.0;3.0;Curso;Terminada;Sin costo;No;Dentro de la Jornada Laboral;Ministerio del Interior;Región Metropolitana de Santiago;;;;0.0;0.0;0.0;Aprendizaje;;E-Learning;04-05-2020;15-05-2020;18-05-2020
19918;292.0;2020;Superintendencia de Insolvencia y Reemprendimiento;Ministerio de Economía, Fomento y Turismo;561881.0;;Curso E-learning Básico de Ciberseguridad      ;Eje Estratégico Sectorial;Computación e Informática;1.0;3.0;Curso;Terminada;Sin costo;No;Dentro de la Jornada Laboral;Ministerio del Interior;Región Metropolitana de Santiago;;;;0.0;0.0;0.0;Aprendizaje;;E-Learning;15-05-2020;15-05-2020;18-05-2020
19919;293.0;2020;Subsecretaría de Economía y Empresas de Menor Tamaño;Ministerio de Economía, Fomento y Turismo;561882.0;;1er Seminario Virtual Derecho de Autor;Leyes y Normas Temáticas Especificas;Legislación;1.0;8.0;Seminario;Terminada;Sin costo;No;Dentro de la Jornada Laboral;MINISTERIO DEL INTERIOR, COLOMBIA;Nivel Central;;;;0.0;0.0;0.0;Sin evaluación;;Video Conferencia;23-04-2020;23-04-2020;18-05-2020
19920;294.0;2020;Superintendencia de Insolvencia y Reemprendimiento;Ministerio de Economía, Fomento y Turismo;561901.0;;Procedimientos Disciplinarios ;Leyes y Normas de Administración Central del Estado;Legislación;1.0;4.0;Curso;Terminada;Sin costo;No;Dentro de la Jornada Laboral;CONTRALORIA GENERAL DE LA REPUBLICA;Región Metropolitana de Santiago;;;;0.0;0.0;0.0;Aprendizaje;;E-Learning;11-05-2020;12-06-2020;18-05-2020
19921;295.0;2020;Subsecretaría de Economía y Empresas de Menor Tamaño;Ministerio de Economía, Fomento y Turismo;561921.0;;Investigación de Accidentes (Modelo Árbol de causas);Herramientas para la Prevención de Riesgos;Herramientas de Control y Seguridad en Lugar de Trabajo;1.0;6.0;Curso;Terminada;Sin costo;No;Dentro y Fuera de la Jornada Laboral;Mutual de Seguridad;Fuera del País;;;;0.0;0.0;0.0;Sin evaluación;;E-Learning/Video Conferencia;10-04-2020;10-05-2020;18-05-2020
19922;296.0;2020;Subsecretaría de Economía y Empresas de Menor Tamaño;Ministerio de Economía, Fomento y Turismo;561941.0;;Curso Identificación de Peligros y Evaluación de Riesgos (IPER);Herramientas para la Prevención de Riesgos;Herramientas de Control y Seguridad en Lugar de Trabajo;1.0;6.0;Curso;Terminada;Sin costo;No;Dentro y Fuera de la Jornada Laboral;Mutual de Seguridad;Nivel Central;;;;0.0;0.0;0.0;Sin evaluación;;E-Learning;11-04-2020;11-05-2020;18-05-2020
19923;297.0;2020;Servicio Nacional de Turismo;Ministerio de Economía, Fomento y Turismo;561961.0;;Procedimientos Disciplinarios;Otras Materias Especificas;Educación y Capacitación;1.0;4.0;Curso;Terminada;Sin costo;No;Dentro de la Jornada Laboral;CONTRALORIA GENERAL DE LA REPUBLICA;Nivel Central;;;;0.0;0.0;0.0;Sin evaluación;;E-Learning;08-04-2020;06-05-2020;19-05-2020
19924;298.0;2020;Subsecretaría General de Gobierno;Ministerio Secretaría General de Gobierno;562021.0;;123 Derechos Humanos;Administración General;Administración y Logística;2.0;6.0;Curso;Terminada;Sin costo;No;Dentro de la Jornada Laboral;UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO;Región Metropolitana de Santiago;;;;0.0;0.0;0.0;Sin evaluación;;E-Learning;16-03-2020;15-04-2020;19-05-2020
19925;299.0;2020;Subsecretaría General de Gobierno;Ministerio Secretaría General de Gobierno;562041.0;;Alimentación, clave para el control diabetes;Herramientas para el Fomento de Alimentación Saludable y Vida Sana;Salud, Nutrición y Dietética;4.0;20.0;Curso;Terminada;Sin costo;No;Dentro de la Jornada Laboral;UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO;Región Metropolitana de Santiago;;;;0.0;0.0;0.0;Sin evaluación;;E-Learning;01-04-2020;30-04-2020;19-05-2020
19926;531.0;2020;Oficina de Estudios y Políticas Agrarias;Ministerio de Agricultura;566721.0;;Sensibilización en Ciberseguridad;Uso de Intranet-Internet y Redes Sociales;Computación e Informática;2.0;4.0;Curso;Terminada;Sin costo;No;Dentro de la Jornada Laboral;TECNOLOGÍAS DEL CONOCIMIENTO;Nivel Central;;;;0.0;0.0;0.0;Sin evaluación;;E-Learning;02-04-2020;21-04-2020;12-06-2020
19927;532.0;2020;Dirección Nacional de Fronteras y Límites;Ministerio de Relaciones Exteriores;566741.0;;"Sensibilización en Ciberseguridad	segunda versión";Herramientas para la Prevención de Riesgos;Herramientas de Control y Seguridad en Lugar de Trabajo;7.0;4.0;Curso;Terminada;Sin costo;No;Dentro de la Jornada Laboral;Tecnologías del Conocimiento Capacitación S.A.;Región Metropolitana de Santiago;;;;0.0;0.0;0.0;Aprendizaje y reacción;Buena;E-Learning;01-06-2020;30-06-2020;12-06-2020
19928;533.0;2020;Superintendencia de Educación;Ministerio de Educación;566761.0;480588.0;Estatuto Administrativo y Jurisprudencia;Leyes y Normas de Administración Central del Estado;Legislación;20.0;38.0;Curso;Terminada;Convenio Marco;Si;Dentro de la Jornada Laboral;ESCUELA NACIONAL DE ADMINISTRACIÓN PÚBLICA;Más de una Región;;;;3705000.0;0.0;0.0;Aprendizaje y reacción;Muy Buena;E-Learning/Video Conferencia;04-05-2020;26-05-2020;15-07-2020
19929;534.0;2020;Subsecretaría de Educación Parvularia;Ministerio de Educación;566781.0;;Acreditación 2020 Nivel Básico;Gestión de Abastecimiento;Administración y Logística;1.0;36.0;Curso;Terminada;Sin costo;No;Dentro de la Jornada Laboral;DIRECCIÓN DE COMPRAS Y CONTRATACIONES PUBLICAS;En todas las Regiones;;;;0.0;0.0;0.0;Aprendizaje;;E-Learning;23-03-2020;01-05-2020;12-06-2020
19930;535.0;2020;Subsecretaría de Educación Parvularia;Ministerio de Educación;566801.0;482303.0;EXCEL AVANZADO;Uso y Soporte de Programas de Escritorio;Computación e Informática;6.0;10.0;Curso;Terminada;Sin costo;Si;Dentro de la Jornada Laboral;Direccion Nacional del Servicio Civil;En todas las Regiones;;;;0.0;0.0;0.0;Aprendizaje;;E-Learning;04-05-2020;05-06-2020;12-06-2020
19931;536.0;2020;Subsecretaría de Educación Parvularia;Ministerio de Educación;566821.0;482317.0;EXCEL INTERMEDIO;Uso y Soporte de Programas de Escritorio;Computación e Informática;3.0;10.0;Curso;Terminada;Sin costo;Si;Dentro de la Jornada Laboral;Direccion Nacional del Servicio Civil;En todas las Regiones;;;;0.0;0.0;0.0;Aprendizaje;;E-Learning;04-05-2020;05-06-2020;12-06-2020
19932;537.0;2020;Subsecretaría de Vivienda y Urbanismo;Ministerio de Vivienda y Urbanismo;566841.0;;Taller Sistema Gestión de Calidad;Administración General;Administración y Logística;62.0;4.0;Taller;Terminada;Sin costo;No;Dentro de la Jornada Laboral;SUBSECRETARÍA DE VIVIENDA Y URBANISMO;Nivel Central;Programa Subsecretaría 2020;;Gestión Interna;0.0;0.0;0.0;Sin evaluación;;E-Learning;02-06-2020;04-06-2020;15-06-2020
19933;538.0;2020;Superintendencia de Pensiones;Ministerio del Trabajo y Previsión Social;566861.0;;Webinar Auditoría Interna en momentos de crisis: Pandemia COVID-19;Eje Estratégico Sectorial;Comercio y Servicios Financieros;1.0;1.0;Charla;Terminada;Sin costo;No;Dentro de la Jornada Laboral;FUNDACIÓN LATINOAMERICANA DE AUDITORES INTERNOS;Región Metropolitana de Santiago;;;;0.0;0.0;0.0;Sin evaluación;;Video Conferencia;16-04-2020;16-04-2020;15-06-2020
19934;539.0;2020;Servicio Nacional de Aduanas;Ministerio de Hacienda;566901.0;472296.0;SERVICIOS EN LA NUBE PARA DESARROLLADORES;Uso, Mantención, Desarrollo y Control de Software Especializados;Computación e Informática;4.0;24.0;Curso;Terminada;Convenio Marco;Si;Dentro y Fuera de la Jornada Laboral;KIBERNUM;Nivel Central;;;;7628909.0;0.0;0.0;Aprendizaje y reacción;Buena;;22-06-2020;30-11-2020;28-12-2020
19935;540.0;2020;Servicio de Vivienda y Urbanización Región de Valparaíso;Ministerio de Vivienda y Urbanismo;566941.0;;SENSIBILIZACIÓN EN SEGURIDAD DE LA INFORMACIÓN;Administración General;Administración y Logística;3.0;14.0;Curso;Terminada;Sin costo;No;Dentro de la Jornada Laboral;Ministerio del Interior;Región de Valparaíso;;;;0.0;0.0;0.0;Aprendizaje;;E-Learning;04-05-2020;29-05-2020;15-06-2020
19936;541.0;2020;Servicio de Vivienda y Urbanización Región de Valparaíso;Ministerio de Vivienda y Urbanismo;566961.0;;COMO PREVENIR LOS RIESGOS EN LA MANIPULACIÓN DE ALIMENTOS;Herramientas para el Fomento de Alimentación Saludable y Vida Sana;Salud, Nutrición y Dietética;1.0;6.0;Curso;Terminada;Sin costo;No;Dentro de la Jornada Laboral;MUTUAL DE SEGURIDAD DE CHILE;Región de Valparaíso;;;;0.0;0.0;0.0;Aprendizaje;;E-Learning;02-06-2020;02-06-2020;15-06-2020
19937;542.0;2020;Servicio de Vivienda y Urbanización Región de Valparaíso;Ministerio de Vivienda y Urbanismo;567001.0;;LA IMPORTANCIA DEL SUEÑO COMO UN FACTOR DE RIESGO PARA EL TRABAJO Y BIENESTAR FÍSICO;Herramientas para el Fomento de Alimentación Saludable y Vida Sana;Salud, Nutrición y Dietética;1.0;6.0;Curso;Terminada;Sin costo;No;Dentro de la Jornada Laboral;MUTUAL DE SEGURIDAD DE CHILE;Región de Valparaíso;;;;0.0;0.0;0.0;Aprendizaje;;E-Learning;11-05-2020;20-05-2020;15-06-2020
19938;543.0;2020;Servicio de Vivienda y Urbanización Región de Valparaíso;Ministerio de Vivienda y Urbanismo;567021.0;;LIDERAZGO PARA LA SST EN TIEMPOS DE CRISIS STREAMING;Gestión de Personas;Administración y Logística;1.0;2.0;Curso;Terminada;Sin costo;No;Dentro de la Jornada Laboral;MUTUAL DE SEGURIDAD DE CHILE;Región de Valparaíso;;;;0.0;0.0;0.0;Aprendizaje;;E-Learning;11-05-2020;13-05-2020;15-06-2020
19939;544.0;2020;Servicio de Vivienda y Urbanización Región de Valparaíso;Ministerio de Vivienda y Urbanismo;567042.0;;MANEJO DE EMOCIONES STREAMING;Gestión de Personas;Administración y Logística;3.0;2.0;Curso;Terminada;Sin costo;No;Dentro de la Jornada Laboral;MUTUAL DE SEGURIDAD DE CHILE;Región de Valparaíso;;;;0.0;0.0;0.0;Aprendizaje;;E-Learning;15-05-2020;22-05-2020;15-06-2020
19940;545.0;2020;Superintendencia de Pensiones;Ministerio del Trabajo y Previsión Social;567061.0;;Webinar sobre Liderazgo Virtual;Liderazgo ;Herramientas de Apoyo Conductuales-Relacional;15.0;1.0;Charla;Terminada;Sin costo;No;Dentro de la Jornada Laboral;TARGET COMUNICACION Y DESARROLLO INTEGRAL DE CHILE S.A.;En todas las Regiones;;;;0.0;0.0;0.0;Sin evaluación;;Video Conferencia;06-05-2020;06-05-2020;15-06-2020
19941;546.0;2020;Superintendencia de Pensiones;Ministerio del Trabajo y Previsión Social;567081.0;;Webinar sobre Autocuidado de la Mente y Financiero;Gestión de Clima y Resolución de Conflictos;Herramientas de Apoyo Conductuales-Relacional;15.0;1.0;Charla;Terminada;Sin costo;No;Dentro de la Jornada Laboral;TARGET COMUNICACION Y DESARROLLO INTEGRAL DE CHILE S.A.;En todas las Regiones;;;;0.0;0.0;0.0;Sin evaluación;;E-Learning;13-05-2020;13-05-2020;15-06-2020
19942;547.0;2020;Secretaría y Administración General de Transportes;Ministerio de Transportes y Telecomunicaciones;567101.0;508261.0;P01_MICROSOFT EXCEL NIVEL BÁSICO A AVANZADO ;Uso y Soporte de Programas de Escritorio;Computación e Informática;1.0;50.0;Curso;Terminada;Convenio Marco;Si;Dentro de la Jornada Laboral;VALEDUC VALERO SERVICIOS EDUCACIONALES;Región Metropolitana de Santiago;SUBTRANS;;;75000.0;0.0;0.0;Aprendizaje;;E-Learning;08-04-2020;15-05-2020;30-06-2020
19943;548.0;2020;Servicio de Gobierno Interior;Ministerio del Interior y Seguridad Pública;567102.0;480462.0;ENFOQUE DE  GÉNERO, NIVEL AVANZADO ;Otras Materias Especificas;Educación y Capacitación;100.0;16.0;Curso;Terminada;Convenio Marco;Si;Dentro de la Jornada Laboral;QSV Gestión y Política;En todas las Regiones;Plan Anual de Capacitación 2020;;;3899940.0;0.0;0.0;Aprendizaje;;E-Learning;01-07-2020;24-07-2020;15-06-2020
19944;549.0;2020;Superintendencia de Pensiones;Ministerio del Trabajo y Previsión Social;567121.0;;Webinar sobre Equipos de Alto Desempeño;Trabajo en equipo;Herramientas de Apoyo Conductuales-Relacional;18.0;1.0;Charla;Terminada;Sin costo;No;Dentro de la Jornada Laboral;TARGET COMUNICACION Y DESARROLLO INTEGRAL DE CHILE S.A.;En todas las Regiones;;;;0.0;0.0;0.0;Sin evaluación;;Video Conferencia;20-05-2020;20-05-2020;15-06-2020
19945;550.0;2020;Servicio de Vivienda y Urbanización Región de Valparaíso;Ministerio de Vivienda y Urbanismo;567122.0;;MIS RECURSOS EMOCIONALES EN TIEMPOS DE CRISIS STREAMING;Gestión de Personas;Administración y Logística;2.0;2.0;Curso;Terminada;Sin costo;No;Dentro de la Jornada Laboral;MUTUAL DE SEGURIDAD DE CHILE;Región de Valparaíso;;;;0.0;0.0;0.0;Aprendizaje;;E-Learning;15-05-2020;25-05-2020;15-06-2020
19946;551.0;2020;Secretaría y Administración General de Transportes;Ministerio de Transportes y Telecomunicaciones;567141.0;;P01_Manejo de Excel en el mundo del Trabajo;Uso y Soporte de Programas de Escritorio;Computación e Informática;4.0;60.0;Curso;Terminada;Convenio Marco;No;Dentro de la Jornada Laboral;VALEDUC VALERO SERVICIOS EDUCACIONALES;Región Metropolitana de Santiago;SUBTRANS;;;500000.0;0.0;0.0;Aprendizaje;;E-Learning;08-04-2020;31-07-2020;15-06-2020
19947;552.0;2020;Superintendencia de Pensiones;Ministerio del Trabajo y Previsión Social;567161.0;;Webinar: La importancia de los indicadores de riesgos;Eje Estratégico Sectorial;Comercio y Servicios Financieros;1.0;1.0;Charla;Terminada;Sin costo;No;Dentro de la Jornada Laboral;FUNDACIÓN LATINOAMERICANA DE AUDITORES INTERNOS;Región Metropolitana de Santiago;;;;0.0;0.0;0.0;Sin evaluación;;Video Conferencia;16-04-2020;16-04-2020;15-06-2020
19948;553.0;2020;Servicio de Vivienda y Urbanización Región de Valparaíso;Ministerio de Vivienda y Urbanismo;567181.0;;PLANIFICACIÓN PRESUPUESTARIA Y PAGO OPORTUNO NIVEL AVANZADO;Administración Financiera;Administración y Logística;1.0;18.0;Curso;Terminada;Sin costo;No;Dentro de la Jornada Laboral;DIRECCIÓN DE COMPRAS Y CONTRATACIONES PUBLICAS;Región de Valparaíso;;;;0.0;0.0;0.0;Aprendizaje;;E-Learning;04-05-2020;29-05-2020;15-06-2020
19949;554.0;2020;Superintendencia de Pensiones;Ministerio del Trabajo y Previsión Social;567221.0;;Seminario: Recomendaciones psicológicas sobre teletrabajo;Gestión de Clima y Resolución de Conflictos;Herramientas de Apoyo Conductuales-Relacional;3.0;1.0;Charla;Terminada;Sin costo;No;Dentro de la Jornada Laboral;Asociación Chilena de Seguridad;En todas las Regiones;;;;0.0;0.0;0.0;Sin evaluación;;Video Conferencia;29-04-2020;29-04-2020;15-06-2020
19950;555.0;2020;Servicio de Vivienda y Urbanización Región de Valparaíso;Ministerio de Vivienda y Urbanismo;567222.0;;PREVENCIÓN DEL CORONAVIRUS (COVID-19) STREAMING;Herramientas para el Fomento de Alimentación Saludable y Vida Sana;Salud, Nutrición y Dietética;1.0;2.0;Curso;Terminada;Sin costo;No;Dentro de la Jornada Laboral;MUTUAL DE SEGURIDAD DE CHILE;Región de Valparaíso;;;;0.0;0.0;0.0;Aprendizaje;;E-Learning;11-05-2020;12-05-2020;15-06-2020
19951;556.0;2020;Subsecretaría de Vivienda y Urbanismo;Ministerio de Vivienda y Urbanismo;567223.0;480098.0;Estatuto Administrativo y otras normativas relativas a respondabilidades de los servidores públicos;Administración General;Administración y Logística;22.0;50.0;Curso;Terminada;Convenio Marco;Si;Dentro de la Jornada Laboral;Magenta Capacitación Ltda;Región Metropolitana de Santiago;Programa Subsecretaría 2020;;Gestión Interna;4600000.0;0.0;0.0;Aprendizaje;;E-Learning;13-04-2020;25-05-2020;19-01-2021
19952;557.0;2020;Servicio de Vivienda y Urbanización Región de Valparaíso;Ministerio de Vivienda y Urbanismo;567241.0;;PRIMEROS AUXILIOS - STREAMING;Gestión de Personas;Administración y Logística;1.0;2.0;Curso;Terminada;Sin costo;No;Dentro de la Jornada Laboral;MUTUAL DE SEGURIDAD DE CHILE;Región de Valparaíso;;;;0.0;0.0;0.0;Aprendizaje;;E-Learning;06-05-2020;15-05-2020;15-06-2020
19953;558.0;2020;Servicio de Vivienda y Urbanización Región de Valparaíso;Ministerio de Vivienda y Urbanismo;567261.0;;SEGURIDAD Y SALUD EN EL TELETRABAJO - STREAMING;Herramientas para el Fomento de Alimentación Saludable y Vida Sana;Salud, Nutrición y Dietética;1.0;2.0;Curso;Terminada;Sin costo;No;Dentro de la Jornada Laboral;MUTUAL DE SEGURIDAD DE CHILE;Región de Valparaíso;;;;0.0;0.0;0.0;Aprendizaje;;E-Learning;06-05-2020;12-05-2020;15-06-2020
19954;559.0;2020;Servicio de Vivienda y Urbanización Región de Valparaíso;Ministerio de Vivienda y Urbanismo;567281.0;;SEMINARIO RECOMENDACIONES PARA EVITAR SITUACIONES DE ESTRÉS, EN LA MODALIDAD DE TRABAJO A DISTANCIA POR DISTANCIAMIENTO SOCIAL - STREAMING;Gestión de Personas;Administración y Logística;2.0;2.0;Curso;Terminada;Sin costo;No;Dentro de la Jornada Laboral;MUTUAL DE SEGURIDAD DE CHILE;Región de Valparaíso;;;;0.0;0.0;0.0;Aprendizaje;;E-Learning;22-04-2020;22-04-2020;15-06-2020
19955;560.0;2020;Servicio de Vivienda y Urbanización Región de Valparaíso;Ministerio de Vivienda y Urbanismo;567301.0;;ACTIVIDAD FÍSICA PARA ESTAR BIEN;Herramientas para el Fomento de Alimentación Saludable y Vida Sana;Salud, Nutrición y Dietética;1.0;6.0;Curso;Terminada;Sin costo;No;Dentro de la Jornada Laboral;MUTUAL DE SEGURIDAD DE CHILE;Región de Valparaíso;;;;0.0;0.0;0.0;Aprendizaje;;E-Learning;30-04-2020;30-04-2020;15-06-2020
19956;561.0;2020;Dirección General de Crédito Prendario;Ministerio del Trabajo y Previsión Social;567321.0;;EXCEL 2016 NIVEL BASICO;Uso y Soporte de Programas de Escritorio;Computación e Informática;1.0;10.0;Curso;Terminada;Sin costo;No;Dentro y Fuera de la Jornada Laboral;Direccion Nacional del Servicio Civil;Región de Arica y Parinacota;;;;0.0;0.0;0.0;Aprendizaje;;E-Learning;04-05-2020;05-06-2020;15-06-2020
19957;562.0;2020;Servicio de Vivienda y Urbanización Región de Valparaíso;Ministerio de Vivienda y Urbanismo;567341.0;;ACOSO ESCOLAR: PREVENCIÓN DETECCIÓN Y ACTUACIÓN (CHILE);Otras Materias Especificas;Educación y Capacitación;1.0;20.0;Curso;Terminada;Sin costo;No;Dentro de la Jornada Laboral;FUNDACIÓN TELEFONICA CHILE;Región de Valparaíso;;;;0.0;0.0;0.0;Sin evaluación;;E-Learning;16-03-2020;15-06-2020;15-06-2020
19958;563.0;2020;Servicio de Vivienda y Urbanización Región de Valparaíso;Ministerio de Vivienda y Urbanismo;567361.0;;APRENDIZAJE BASADO EN PROYECTOS (CHILE);Desarrollo e Implementación de Técnicas de Pedagógicas ;Educación y Capacitación;1.0;40.0;Curso;Terminada;Sin costo;No;Dentro de la Jornada Laboral;FUNDACIÓN TELEFONICA CHILE;Región de Valparaíso;;;;0.0;0.0;0.0;Sin evaluación;;E-Learning;16-03-2020;15-06-2020;15-06-2020
19959;564.0;2020;Servicio de Vivienda y Urbanización Región de Valparaíso;Ministerio de Vivienda y Urbanismo;567381.0;;GESTIÓN PARA DIRECTORES DE INSTITUCIONES EDUCATIVAS (CHILE);Desarrollo e Implementación de Técnicas de Pedagógicas ;Educación y Capacitación;1.0;30.0;Curso;Terminada;Sin costo;No;Dentro de la Jornada Laboral;FUNDACIÓN TELEFONICA CHILE;Región de Valparaíso;;;;0.0;0.0;0.0;Sin evaluación;;E-Learning;16-03-2020;15-06-2020;15-06-2020
19960;565.0;2020;Dirección General de Crédito Prendario;Ministerio del Trabajo y Previsión Social;567401.0;;EXCEL 2016 INTERMEDIO;Uso y Soporte de Programas de Escritorio;Computación e Informática;7.0;10.0;Curso;Terminada;Sin costo;No;Dentro de la Jornada Laboral;Direccion Nacional del Servicio Civil;Región de Arica y Parinacota;;;;0.0;0.0;0.0;Aprendizaje y reacción;Buena;E-Learning;04-05-2020;05-06-2020;16-06-2020
