;CD_Concurso;id_cargo;Nivel;Region;Estado;SubEstado;Ministerio;Servicio;Fecha_Convocatoria;Fecha_Nomina;Fecha_Desierto;Year_Convocatoria;Year_Nomina;Year_Desierto;Desierto;Nomina;DesignacionDirecta;Duracion_Concurso;Fecha_Cierre_Concurso;Year_Cierre_Concurso;Cerrado;Fecha_Nombramiento;Year_Nombramiento;Periodo;Fecha_Renovacion;Costo_Concurso;FechaActualizacion
91;1084;II 548;II;Región de la Araucanía;Nombrado;Desvinculado;Ministerio de Salud;Servicio de Salud Araucanía Sur;2011-07-31;2011-09-30;;2011.0;2011.0;;0;1;0;54.0;2011-09-30;2011.0;1;2011-10-21;2011.0;1;2014-10-20;;2023-11-27 12:14:43.307
92;1085;II 749;II;Región del Biobío;Nombrado;Desvinculado;Ministerio del Trabajo y Previsión Social;Instituto de Previsión Social;2010-04-11;2010-06-30;;2010.0;2010.0;;0;1;0;80.0;2010-06-30;2010.0;1;2010-08-11;2010.0;2;2016-08-09;;2023-11-27 12:14:43.307
93;1086;II 86;II;Región de Metropolitana de Santiago;Nombrado;Desvinculado;Ministerio de Hacienda;Unidad de Análisis Financiero;2010-05-02;2010-08-30;;2010.0;2010.0;;0;1;0;120.0;2010-08-30;2010.0;1;2010-09-22;2010.0;1;2013-09-21;;2023-11-27 12:14:43.307
94;1087;II 331;II;Región de Metropolitana de Santiago;Nombrado;Nombrado;Ministerio de Obras Públicas;Dirección General de Aguas;2010-06-06;2010-08-26;;2010.0;2010.0;;0;1;0;74.0;2010-08-26;2010.0;1;2010-10-04;2010.0;2;2016-10-02;;2023-11-27 12:14:43.307
95;1088;II 208;II;Región de Metropolitana de Santiago;Nombrado;Desvinculado;Ministerio del Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;2010-04-18;2010-07-22;;2010.0;2010.0;;0;1;0;95.0;2010-07-22;2010.0;1;2010-08-25;2010.0;2;2016-08-23;;2023-11-27 12:14:43.307
96;1089;II 26;II;Región de Metropolitana de Santiago;Nombrado;Desvinculado;Ministerio del Interior y Seguridad Pública;Dirección de Previsión de Carabineros de Chile;2010-06-20;2010-09-21;;2010.0;2010.0;;0;1;0;86.0;2010-09-21;2010.0;1;2010-09-23;2010.0;1;2013-09-22;;2023-11-27 12:14:43.307
97;109;II 401;II;Región de  Valparaíso;Nombrado;Desvinculado;Ministerio de Salud;Servicio de Salud Viña del Mar - Quillota;2005-07-03;2005-11-16;;2005.0;2005.0;;0;1;0;136.0;2005-11-16;2005.0;1;2005-12-13;2005.0;1;2008-12-12;;2023-11-27 12:14:43.307
98;1090;I 10;I;Región de  Valparaíso;Nombrado;Desvinculado;Ministerio de Hacienda;Servicio Nacional de Aduanas;2011-03-13;2011-05-25;;2011.0;2011.0;;0;1;0;66.0;2011-05-25;2011.0;1;2011-07-19;2011.0;1;2014-07-18;;2023-11-27 12:14:43.307
99;1091;N 60;I;Región de Metropolitana de Santiago;Nombrado;DESVINCULADO;Administración Central;Consejo para la Transparencia;2010-03-28;2010-06-18;;2010.0;2010.0;;0;1;0;82.0;2010-06-18;2010.0;1;2010-07-01;2010.0;1;;;2023-11-27 12:14:43.307
100;1092;II 625;II;Región de Metropolitana de Santiago;Nombrado;Desvinculado;Ministerio de Agricultura;Servicio Agrícola y Ganadero;2011-03-06;2011-05-27;;2011.0;2011.0;;0;1;0;82.0;2011-05-27;2011.0;1;2011-06-17;2011.0;1;2014-06-16;;2023-11-27 12:14:43.307
101;1093;I 23;I;Región de Metropolitana de Santiago;Nombrado;Desvinculado;Ministerio de las Culturas, las artes y el Patrimonio;Dirección de Bibliotecas, Archivos y Museos;2010-05-02;2010-08-06;;2010.0;2010.0;;0;1;0;89.0;2010-08-06;2010.0;1;2010-08-30;2010.0;2;2016-08-28;;2023-11-27 12:14:43.307
102;1094;II 791;II;Región de Metropolitana de Santiago;Nombrado;Desvinculado;Ministerio de Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;2010-10-31;2011-01-21;;2010.0;2011.0;;0;1;0;82.0;2011-01-21;2011.0;1;2011-02-14;2011.0;2;2017-02-12;;2023-11-27 12:14:43.307
103;1095;II 792;II;Región de Arica y Parinacota;Desierto;Desierto en Entrevistas;Ministerio de Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;2011-04-17;;;2011.0;;;1;0;0;;2011-07-19;2011.0;1;;;0;;;2023-11-27 12:14:43.307
104;1096;II 793;II;Región de Tarapacá;Desierto;Desierto en Entrevistas;Ministerio de Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;2011-04-17;;;2011.0;;;1;0;0;;2011-07-19;2011.0;1;;;0;;;2023-11-27 12:14:43.307
105;1097;II 794;II;Región de Antofagasta;Nombrado;Desvinculado;Ministerio de Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;2011-04-17;2011-07-22;;2011.0;2011.0;;0;1;0;89.0;2011-07-22;2011.0;1;2011-09-14;2011.0;1;2014-09-13;;2023-11-27 12:14:43.307
106;1098;II 795;II;Región de  Atacama;Nombrado;Desvinculado;Ministerio de Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;2011-04-17;2011-07-22;;2011.0;2011.0;;0;1;0;89.0;2011-07-22;2011.0;1;2011-08-19;2011.0;2;2017-08-17;;2023-11-27 12:14:43.307
107;1099;II 796;II;Región de  Coquimbo;Nombrado;Desvinculado;Ministerio de Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;2011-04-17;2011-07-22;;2011.0;2011.0;;0;1;0;89.0;2011-07-22;2011.0;1;2011-08-30;2011.0;1;2014-08-29;;2023-11-27 12:14:43.307
108;11;I 61;I;Región de Metropolitana de Santiago;Nombrado;Desvinculado;Ministerio de Salud;Servicio de Salud Metropolitano Sur;2005-10-02;2005-12-27;;2005.0;2005.0;;0;1;0;86.0;2005-12-27;2005.0;1;2006-03-01;2006.0;2;2012-02-28;;2023-11-27 12:14:43.307
109;110;II 396;II;Región de  Valparaíso;Nombrado;Desvinculado;Ministerio de Salud;Servicio de Salud Aconcagua;2005-07-03;2006-05-10;;2005.0;2006.0;;0;1;0;283.0;2006-05-10;2006.0;1;2006-06-05;2006.0;2;2012-06-03;;2023-11-27 12:14:43.307
110;1100;II 797;II;Región de  Valparaíso;Desierto;Desierto en Entrevistas;Ministerio de Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;2011-03-13;;;2011.0;;;1;0;0;;2011-06-09;2011.0;1;;;0;;;2023-11-27 12:14:43.307
111;1101;II 798;II;Región de Metropolitana de Santiago;Nombrado;Desvinculado;Ministerio de Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;2011-03-13;2011-06-23;;2011.0;2011.0;;0;1;0;102.0;2011-06-23;2011.0;1;2011-08-30;2011.0;1;2014-08-29;;2023-11-27 12:14:43.307
112;1102;II 799;II;Región del Libertador General Bernardo OHiggins;Desierto;Desierto por Autoridad;Ministerio de Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;2011-03-13;2011-06-23;2011-08-26;2011.0;2011.0;2011.0;1;1;0;102.0;2011-06-23;2011.0;1;;;0;;;2023-11-27 12:14:43.307
113;1103;II 800;II;Región del Maule;Nombrado;Desvinculado;Ministerio de Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;2011-03-13;2011-06-23;;2011.0;2011.0;;0;1;0;102.0;2011-06-23;2011.0;1;2011-08-16;2011.0;1;2014-08-15;;2023-11-27 12:14:43.307
114;1104;II 801;II;Región del Biobío;Nombrado;Desvinculado;Ministerio de Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;2011-03-13;2011-06-23;;2011.0;2011.0;;0;1;0;102.0;2011-06-23;2011.0;1;2011-08-16;2011.0;1;2014-08-15;;2023-11-27 12:14:43.307
115;1105;II 802;II;Región de la Araucanía;Desierto;Desierto en Entrevistas;Ministerio de Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;2011-03-27;;;2011.0;;;1;0;0;;2011-07-01;2011.0;1;;;0;;;2023-11-27 12:14:43.307
116;1106;II 803;II;Región de Los Ríos;Nombrado;Desvinculado;Ministerio de Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;2011-03-27;2011-06-30;;2011.0;2011.0;;0;1;0;95.0;2011-06-30;2011.0;1;2011-08-16;2011.0;2;2017-08-14;;2023-11-27 12:14:43.307
117;1107;II 804;II;Región de Los Lagos;Desierto;Desierto por Autoridad;Ministerio de Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;2011-03-27;2011-06-30;2011-12-29;2011.0;2011.0;2011.0;1;1;0;95.0;2011-06-30;2011.0;1;2011-08-23;2011.0;1;2014-08-22;;2023-11-27 12:14:43.307
118;1108;II 805;II;Región de Aysén del General Carlos Ibañez del Campo;Desierto;Desierto en Entrevistas;Ministerio de Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;2011-03-27;;;2011.0;;;1;0;0;;2011-07-01;2011.0;1;;;0;;;2023-11-27 12:14:43.307
119;1109;II 806;II;Región de Magallanes y de la Antártica Chilena;Desierto;Desierto en Entrevistas;Ministerio de Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;2011-03-27;;;2011.0;;;1;0;0;;2011-07-01;2011.0;1;;;0;;;2023-11-27 12:14:43.307
120;111;II 498;II;Región del Maule;Desierto;Desierto por Comité;Ministerio de Salud;Servicio de Salud Maule;2005-10-16;;;2005.0;;;1;0;0;;2008-02-27;2008.0;1;;;0;;;2023-11-27 12:14:43.307
121;1110;I 1;I;Región de Metropolitana de Santiago;Nombrado;Desvinculado;Ministerio del Interior y Seguridad Pública;Oficina Nacional de Emergencia;2010-07-25;2010-10-15;;2010.0;2010.0;;0;1;0;82.0;2010-10-15;2010.0;1;2010-11-23;2010.0;1;2013-11-22;;2023-11-27 12:14:43.307
122;1111;II 85;II;Región de Metropolitana de Santiago;Nombrado;Desvinculado;Ministerio de Hacienda;Unidad de Análisis Financiero;2010-05-02;2010-08-26;;2010.0;2010.0;;0;1;0;116.0;2010-08-26;2010.0;1;2010-08-31;2010.0;1;2013-08-30;;2023-11-27 12:14:43.307
123;1112;II 555;II;Región de la Araucanía;Desierto;Desierto por Autoridad;Ministerio de Salud;Servicio de Salud Araucanía Sur;2011-03-06;2011-05-16;2011-07-06;2011.0;2011.0;2011.0;1;1;0;64.0;2011-05-16;2011.0;1;;;0;;;2023-11-27 12:14:43.307
124;1113;II 58;II;Región de Metropolitana de Santiago;Nombrado;Desvinculado;Ministerio de Hacienda;Servicio de Tesorerías - Tesorería General de la República;2010-05-02;2010-09-02;;2010.0;2010.0;;0;1;0;123.0;2010-09-02;2010.0;1;2010-09-21;2010.0;2;2016-09-19;;2023-11-27 12:14:43.307
125;1114;II 390;II;Región de  Coquimbo;Nombrado;Desvinculado;Ministerio de Salud;Servicio de Salud Coquimbo;2010-10-03;2010-12-31;;2010.0;2010.0;;0;1;0;82.0;2010-12-31;2010.0;1;2011-03-03;2011.0;1;2014-03-02;;2023-11-27 12:14:43.307
126;1115;I 64;I;Región del Maule;Nombrado;Desvinculado;Ministerio de Salud;Servicio de Salud Maule;2010-05-30;2010-08-30;;2010.0;2010.0;;0;1;0;85.0;2010-08-30;2010.0;1;2010-09-14;2010.0;1;2013-09-13;;2023-11-27 12:14:43.307
127;1116;I 40;I;Región de Metropolitana de Santiago;Nombrado;Desvinculado;Ministerio de Obras Públicas;Dirección General de Aguas;2010-04-11;2010-06-30;;2010.0;2010.0;;0;1;0;80.0;2010-06-30;2010.0;1;2010-08-16;2010.0;1;2013-08-15;;2023-11-27 12:14:43.307
128;1117;II 54;II;Región de  Atacama;Nombrado;DESVINCULADO;Ministerio de Hacienda;Servicio de Tesorerías - Tesorería General de la República;2010-05-02;2010-09-08;;2010.0;2010.0;;0;1;0;129.0;2010-09-08;2010.0;1;2010-09-21;2010.0;2;2016-09-19;;2023-11-27 12:14:43.307
129;1118;I 62;I;Región de Metropolitana de Santiago;Nombrado;Desvinculado;Ministerio de Salud;Servicio de Salud Metropolitano Sur Oriente;2010-04-25;2010-07-06;;2010.0;2010.0;;0;1;0;72.0;2010-07-06;2010.0;1;2010-08-20;2010.0;2;2016-08-18;;2023-11-27 12:14:43.307
130;1119;I 85;I;Región de  Valparaíso;Nombrado;Desvinculado;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Región de Valparaíso;2010-05-30;2010-10-21;;2010.0;2010.0;;0;1;0;144.0;2010-10-21;2010.0;1;2010-10-28;2010.0;2;2016-10-26;;2023-11-27 12:14:43.307
131;112;II 500;II;Región del Maule;Desierto;Desierto por Comité;Ministerio de Salud;Servicio de Salud Maule;2005-10-16;;;2005.0;;;1;0;0;;2008-02-27;2008.0;1;;;0;;;2023-11-27 12:14:43.307
132;1120;I 86;I;Región del Libertador General Bernardo OHiggins;Desierto;Desierto por Autoridad;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Región del Libertador General Bernardo O'Higgins;2010-05-30;2010-10-14;2010-11-29;2010.0;2010.0;2010.0;1;1;0;137.0;2010-10-14;2010.0;1;;;0;;;2023-11-27 12:14:43.307
133;1121;I 87;I;Región del Maule;Desierto;Desierto por Autoridad;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Región del Maule;2010-05-30;2010-10-04;2010-11-29;2010.0;2010.0;2010.0;1;1;0;127.0;2010-10-04;2010.0;1;;;0;;;2023-11-27 12:14:43.307
134;1122;I 13;I;Región de Metropolitana de Santiago;Nombrado;FINALIZADO CON NOMBRAMIENTO;Ministerio de Economía, Fomento y Turismo;Fiscalía Nacional Económica;2010-04-25;2010-07-14;;2010.0;2010.0;;0;1;0;80.0;2010-07-14;2010.0;1;2010-08-04;2010.0;2;2016-08-02;;2023-11-27 12:14:43.307
135;1123;I 17;I;Región de Metropolitana de Santiago;Nombrado;Desvinculado;Ministerio de Economía, Fomento y Turismo;Servicio Nacional del Consumidor;2010-05-23;2010-08-18;;2010.0;2010.0;;0;1;0;87.0;2010-08-18;2010.0;1;2010-09-01;2010.0;1;2013-08-31;;2023-11-27 12:14:43.307
136;1124;I 16;I;Región de Metropolitana de Santiago;Nombrado;Desvinculado;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Turismo;2010-05-23;2010-08-20;;2010.0;2010.0;;0;1;0;89.0;2010-08-20;2010.0;1;2011-03-10;2011.0;1;2014-03-09;;2023-11-27 12:14:43.307
137;1125;II 178;II;Región de Metropolitana de Santiago;Nombrado;Desvinculado;Ministerio de Ciencia, Tecnología, Conocimiento e Innovación;Comisión Nacional de Investigación Científica y Tecnológica;2010-08-01;2010-10-28;;2010.0;2010.0;;0;1;0;88.0;2010-10-28;2010.0;1;2010-11-12;2010.0;1;2013-11-11;;2023-11-27 12:14:43.307
138;1126;I 77;I;Región de Metropolitana de Santiago;Nombrado;Desvinculado;Ministerio de Salud;Superintendencia de Salud;2010-04-04;2010-06-07;;2010.0;2010.0;;0;1;0;64.0;2010-06-07;2010.0;1;2010-07-02;2010.0;1;2013-07-01;;2023-11-27 12:14:43.307
139;1127;I 106;I;Región de Metropolitana de Santiago;Nombrado;FINALIZADO CON NOMBRAMIENTO;Ministerio de Energía;Comisión Nacional de Energía;2010-05-02;2010-07-14;;2010.0;2010.0;;0;1;0;73.0;2010-07-14;2010.0;1;2010-08-12;2010.0;2;2016-08-10;;2023-11-27 12:14:43.307
140;1128;II 743;II;Región de Metropolitana de Santiago;Nombrado;DESVINCULADO;Ministerio de Salud;Servicio de Salud Metropolitano Oriente;2010-08-29;2010-11-30;;2010.0;2010.0;;0;1;0;86.0;2010-11-30;2010.0;1;2010-12-14;2010.0;2;2016-12-12;;2023-11-27 12:14:43.307
141;113;II 573;II;Región de Los Lagos;Desierto;Desierto por Comité;Ministerio de Salud;Servicio de Salud del Reloncaví;2005-10-16;;;2005.0;;;1;0;0;;2006-03-30;2006.0;1;;;0;;;2023-11-27 12:14:43.307
142;1130;II 413;II;Región de  Valparaíso;Nombrado;Desvinculado;Ministerio de Salud;Servicio de Salud Valparaíso - San Antonio;2013-08-18;2013-11-05;;2013.0;2013.0;;0;1;0;72.0;2013-11-05;2013.0;1;2014-02-10;2014.0;1;2017-02-09;;2023-11-27 12:14:43.307
143;1131;II 420;II;Región de  Valparaíso;Nombrado;Desvinculado;Ministerio de Salud;Servicio de Salud Valparaíso - San Antonio;2011-04-03;2011-06-02;;2011.0;2011.0;;0;1;0;53.0;2011-06-02;2011.0;1;2011-06-03;2011.0;2;2017-06-01;;2023-11-27 12:14:43.307
144;1132;I 7;I;Región de Metropolitana de Santiago;Desierto;Desierto por Autoridad;Ministerio del Interior y Seguridad Pública;Dirección de Previsión de Carabineros de Chile;2010-05-16;2010-08-13;2010-10-05;2010.0;2010.0;2010.0;1;1;0;89.0;2010-08-13;2010.0;1;;;0;;;2023-11-27 12:14:43.307
145;1133;N 16;I;Región de  Coquimbo;Nombrado;Nombrado;Administración Central;Corte de Apelaciones de La Serena;2010-04-18;2010-10-15;;2010.0;2010.0;;0;1;0;173.0;2010-10-15;2010.0;1;2011-01-10;2011.0;1;;;2023-11-27 12:14:43.307
146;1134;N 17;I;Región de  Coquimbo;Nombrado;Nombrado;Administración Central;Corte de Apelaciones de La Serena;2010-04-18;2010-10-15;;2010.0;2010.0;;0;1;0;173.0;2010-10-15;2010.0;1;2011-01-10;2011.0;1;;;2023-11-27 12:14:43.307
147;1135;II 299;II;Región del Biobío;Nombrado;Desvinculado;Ministerio del Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;2010-08-22;2010-12-16;;2010.0;2010.0;;0;1;0;116.0;2010-12-16;2010.0;1;2011-01-10;2011.0;2;2017-01-08;;2023-11-27 12:14:43.307
148;1136;II 691;II;Región de Magallanes y de la Antártica Chilena;Nombrado;Desvinculado;Ministerio del Deporte;Instituto Nacional de Deportes de Chile;2010-07-25;2010-11-30;;2010.0;2010.0;;0;1;0;128.0;2010-11-30;2010.0;1;2010-12-14;2010.0;1;2013-12-13;;2023-11-27 12:14:43.307
149;1137;II 451;II;Región de Metropolitana de Santiago;Nombrado;Desvinculado;Ministerio de Salud;Servicio de Salud Metropolitano Occidente;2010-05-30;2010-08-17;;2010.0;2010.0;;0;1;0;79.0;2010-08-17;2010.0;1;2010-10-27;2010.0;1;2013-10-26;;2023-11-27 12:14:43.307
150;1138;I 93;I;Región de Metropolitana de Santiago;Nombrado;FINALIZADO CON NOMBRAMIENTO;Ministerio de Agricultura;Instituto de Desarrollo Agropecuario;2010-05-09;2010-08-06;;2010.0;2010.0;;0;1;0;89.0;2010-08-06;2010.0;1;2010-08-12;2010.0;2;2016-08-10;;2023-11-27 12:14:43.307
151;1139;N 35;I;Región de Magallanes y de la Antártica Chilena;Nombrado;Nombrado;Administración Central;Corte de Apelaciones de Punta Arenas;2010-04-18;2010-10-15;;2010.0;2010.0;;0;1;0;173.0;2010-10-15;2010.0;1;2011-01-10;2011.0;1;;;2023-11-27 12:14:43.307
152;114;II 574;II;Región de Los Lagos;Desierto;Desierto por Autoridad;Ministerio de Salud;Servicio de Salud del Reloncaví;2005-10-16;2006-04-21;2006-05-12;2005.0;2006.0;2006.0;1;1;0;159.0;2006-04-21;2006.0;1;;;0;;;2023-11-27 12:14:43.307
153;1140;N 36;I;Región de Magallanes y de la Antártica Chilena;Nombrado;Nombrado;Administración Central;Corte de Apelaciones de Punta Arenas;2010-04-18;2010-10-15;;2010.0;2010.0;;0;1;0;173.0;2010-10-15;2010.0;1;2011-01-10;2011.0;1;;;2023-11-27 12:14:43.307
154;1141;N 27;I;Región de la Araucanía;Nombrado;Nombrado;Administración Central;Corte de Apelaciones de Temuco;2010-04-18;2010-10-15;;2010.0;2010.0;;0;1;0;173.0;2010-10-15;2010.0;1;2011-01-10;2011.0;1;;;2023-11-27 12:14:43.307
155;1142;N 28;I;Región de la Araucanía;Nombrado;Nombrado;Administración Central;Corte de Apelaciones de Temuco;2010-04-18;2010-10-15;;2010.0;2010.0;;0;1;0;173.0;2010-10-15;2010.0;1;2011-01-10;2011.0;1;;;2023-11-27 12:14:43.307
156;1143;N 23;I;Región del Maule;Nombrado;Nombrado;Administración Central;Corte de Apelaciones de Talca;2010-04-18;2010-10-15;;2010.0;2010.0;;0;1;0;173.0;2010-10-15;2010.0;1;2011-01-10;2011.0;1;;;2023-11-27 12:14:43.307
157;1144;N 24;I;Región del Maule;Nombrado;Nombrado;Administración Central;Corte de Apelaciones de Talca;2010-04-18;2010-10-15;;2010.0;2010.0;;0;1;0;173.0;2010-10-15;2010.0;1;2011-01-10;2011.0;1;;;2023-11-27 12:14:43.307
158;1145;II 323;II;Región de Metropolitana de Santiago;Desierto;Desierto por Autoridad;Ministerio de Obras Públicas;Dirección de Obras Portuarias;2010-06-27;2010-09-15;2010-10-21;2010.0;2010.0;2010.0;1;1;0;80.0;2010-09-15;2010.0;1;;;0;;;2023-11-27 12:14:43.307
159;1146;I 34;I;Región de Metropolitana de Santiago;Nombrado;Desvinculado;Ministerio de Obras Públicas;Dirección de Aeropuertos;2010-05-16;2010-08-13;;2010.0;2010.0;;0;1;0;89.0;2010-08-13;2010.0;1;2010-09-15;2010.0;2;2016-09-13;;2023-11-27 12:14:43.307
160;1147;II 301;II;Región de  Atacama;Desierto;Desierto por Autoridad;Ministerio del Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;2010-06-13;2010-08-26;2011-01-05;2010.0;2010.0;2011.0;1;1;0;74.0;2010-08-26;2010.0;1;;;0;;;2023-11-27 12:14:43.307
161;1148;I 88;I;Región del Biobío;Nombrado;Desvinculado;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Región del Biobío;2010-05-30;2010-10-13;;2010.0;2010.0;;0;1;0;136.0;2010-10-13;2010.0;1;2010-10-28;2010.0;1;2013-10-27;;2023-11-27 12:14:43.307
162;1149;I 83;I;Región de la Araucanía;Nombrado;Desvinculado;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Región de la Araucanía;2010-05-30;2010-10-13;;2010.0;2010.0;;0;1;0;136.0;2010-10-13;2010.0;1;2010-10-28;2010.0;1;2013-10-27;;2023-11-27 12:14:43.307
163;115;II 572;II;Región de Los Lagos;Nombrado;Desvinculado;Ministerio de Salud;Servicio de Salud del Reloncaví;2005-10-16;2006-04-21;;2005.0;2006.0;;0;1;0;159.0;2006-04-21;2006.0;1;2006-05-30;2006.0;2;2012-05-28;;2023-11-27 12:14:43.307
164;1150;II 664;II;Región de Los Ríos;Nombrado;Desvinculado;Ministerio de Energía;Superintendencia de Electricidad y Combustibles;2010-05-23;2010-08-30;;2010.0;2010.0;;0;1;0;99.0;2010-08-30;2010.0;1;2010-10-27;2010.0;2;2016-10-25;;2023-11-27 12:14:43.307
165;1151;II 453;II;Región de Metropolitana de Santiago;Nombrado;Desvinculado;Ministerio de Salud;Servicio de Salud Metropolitano Occidente;2011-07-31;2011-10-07;;2011.0;2011.0;;0;1;0;61.0;2011-10-07;2011.0;1;2011-10-24;2011.0;1;2014-10-23;;2023-11-27 12:14:43.307
166;1152;I 19;I;Región de Metropolitana de Santiago;Nombrado;FINALIZADO CON NOMBRAMIENTO;Ministerio de Desarrollo Social y Familia;Fondo de Solidaridad e Inversión Social;2010-05-16;2010-08-20;;2010.0;2010.0;;0;1;0;96.0;2010-08-20;2010.0;1;2010-09-14;2010.0;2;2016-09-12;;2023-11-27 12:14:43.307
167;1153;II 589;II;Región de Metropolitana de Santiago;Nombrado;Desvinculado;Ministerio de Salud;Superintendencia de Salud;2010-09-05;2010-12-14;;2010.0;2010.0;;0;1;0;100.0;2010-12-14;2010.0;1;2010-12-22;2010.0;2;2016-12-20;;2023-11-27 12:14:43.307
168;1154;I 59;I;Región de Metropolitana de Santiago;Nombrado;Desvinculado;Ministerio de Salud;Servicio de Salud Metropolitano Central;2010-07-25;2010-11-05;;2010.0;2010.0;;0;1;0;103.0;2010-11-05;2010.0;1;2010-11-24;2010.0;1;2013-11-23;;2023-11-27 12:14:43.307
169;1155;I 61;I;Región de Metropolitana de Santiago;Nombrado;Desvinculado;Ministerio de Salud;Servicio de Salud Metropolitano Sur;2010-07-25;2010-10-28;;2010.0;2010.0;;0;1;0;95.0;2010-10-28;2010.0;1;2010-11-08;2010.0;2;2016-11-06;;2023-11-27 12:14:43.307
170;1156;I 75;I;Región de Aysén del General Carlos Ibañez del Campo;Desierto;Desierto en Entrevistas;Ministerio de Salud;Servicio de Salud Aysén;2010-09-05;;;2010.0;;;1;0;0;;2010-11-30;2010.0;1;;;0;;;2023-11-27 12:14:43.307
171;1157;I 67;I;Región del Biobío;Nombrado;Desvinculado;Ministerio de Salud;Servicio de Salud Talcahuano;2010-07-25;2010-10-28;;2010.0;2010.0;;0;1;0;95.0;2010-10-28;2010.0;1;2010-11-04;2010.0;2;2016-11-02;;2023-11-27 12:14:43.307
172;1158;I 20;I;Región de Metropolitana de Santiago;Nombrado;FINALIZADO CON NOMBRAMIENTO;Ministerio de Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;2010-05-16;2010-08-13;;2010.0;2010.0;;0;1;0;89.0;2010-08-13;2010.0;1;2010-08-31;2010.0;2;2016-08-29;;2023-11-27 12:14:43.307
173;1159;II 549;II;Región de la Araucanía;Nombrado;Desvinculado;Ministerio de Salud;Servicio de Salud Araucanía Sur;2011-02-27;2011-05-10;;2011.0;2011.0;;0;1;0;64.0;2011-05-10;2011.0;1;2011-05-10;2011.0;1;2014-05-09;;2023-11-27 12:14:43.307
174;116;II 575;II;Región de Los Lagos;Desierto;Desierto por Comité;Ministerio de Salud;Servicio de Salud del Reloncaví;2005-10-16;;;2005.0;;;1;0;0;;2006-03-30;2006.0;1;;;0;;;2023-11-27 12:14:43.307
